Ledger_Number,Ledger_Date,Row_Count,Transaction_Fee_med,Transaction_Fee_avg,Transaction_Fee_max,Transaction_Fee_min,Transaction_Fee_sum
90039995,2024-08-14T00:15:20.000Z,20,15.0,14.9,20.0,10.0,298.0
90040495,2024-08-14T00:47:52.000Z,23,12.0,13.304347826086957,20.0,10.0,306.0
90040995,2024-08-14T01:20:30.000Z,19,12.0,14.052631578947368,20.0,10.0,267.0
90041495,2024-08-14T01:52:52.000Z,51,10.0,14.607843137254902,150.0,10.0,745.0
90041995,2024-08-14T02:25:11.000Z,34,10.0,11.764705882352942,20.0,10.0,400.0
90042495,2024-08-14T02:57:40.000Z,49,10.0,12.510204081632653,20.0,10.0,613.0
90042995,2024-08-14T03:30:10.000Z,34,10.0,12.352941176470589,20.0,10.0,420.0
90043495,2024-08-14T04:02:31.000Z,28,10.0,12.5,20.0,10.0,350.0
90043995,2024-08-14T04:35:11.000Z,29,10.0,12.206896551724139,20.0,10.0,354.0
90044495,2024-08-14T05:07:30.000Z,40,10.0,12.075,20.0,10.0,483.0
90044995,2024-08-14T05:39:41.000Z,42,10.0,11.857142857142858,20.0,10.0,498.0
90045495,2024-08-14T06:12:01.000Z,21,12.0,16.857142857142858,30.0,10.0,354.0
